,tendencia,explicación,url,media,time,suceso
739,Restricciones,Porque Alberto Fernández anunció nuevas medidas contra el #COVID19,https://t.co/e5PqUgl8W6,https://pbs.twimg.com/ext_tw_video_thumb/1379916885496565761/pu/img/DtauoxIbUGZohTFV.jpg,07/04/2021 22:00:23,covid
740,SergioMaldonado,Por la manifestación e incidentes en una reunión de dirigentes de Juntos por el Cambio,https://t.co/ZAaaa2sY4p,https://pbs.twimg.com/ext_tw_video_thumb/1379889047116656641/pu/img/PHqgF-yB2Tlv6uat.jpg,07/04/2021 21:37:38,político
741,ElPSG,Porque venció al Bayern Munich en la ida de los cuartos de la #UCL,https://t.co/aSCuyzN94W,https://pbs.twimg.com/media/EyZkR5hWYAESQZV.jpg,07/04/2021 20:55:15,deportivo
742,Chelsea,Porque derrotó al Porto en la ida de los cuartos de la #UCL,https://t.co/1MiXLfFdVp,https://pbs.twimg.com/media/EyZjnQ7WEAEqUi1.jpg,07/04/2021 20:52:20,deportivo
743,AlexCampbell,Porque dio positivo de #COVID19 tras la reunión de la agrupación La Territorial con Mauricio Macri,https://t.co/voT1QBm3WR,https://pbs.twimg.com/media/EyZaGCIWQAAXIDo.jpg,07/04/2021 20:10:44,covid
744,ShyAway,Por la nueva canción de Twenty One Pilots,https://t.co/sgD4jZ5bsC,https://pbs.twimg.com/media/EyY0F-lWUAstDCY.jpg,07/04/2021 17:24:42,artístico
745,Tuenti,Por el aumento en el precio de sus combos,https://t.co/owbzPlYO8N,https://pbs.twimg.com/media/EyYvv7BXMAMxcon.jpg,07/04/2021 17:05:43,aislado
746,Taylor,Por su nueva canción #MrPerfectlyFine,https://t.co/d55qIl5DgB,https://pbs.twimg.com/media/EyYnpVSWEAEp-uq.jpg,07/04/2021 16:30:19,artístico
747,EstadioPlata,Porque informan que la provincia de Buenos Aires suspendió la vacunación contra el #COVID19 en ese estadio debido al partido que jugarán River y Atlético Tucumán por #CopaArgentina,https://t.co/wfTMZLfOLq,https://pbs.twimg.com/media/EyYRglSXEAEFBR_.jpg,07/04/2021 14:53:36,covid
748,Ashe,Porque anunció el lanzamiento de su álbum #ASHLYN para el 7 de mayo,https://t.co/eH9QONzGiY,https://pbs.twimg.com/ext_tw_video_thumb/1379781166400606214/pu/img/eFU-9TLQA_2XaCBP.jpg,07/04/2021 14:07:57,artístico
749,IgnacioPiatti,Porque dio positivo de #COVID19,https://t.co/TybmIf3sDJ,https://pbs.twimg.com/media/EyYHAsoWEAcUNfK.jpg,07/04/2021 14:07:44,covid
750,LucasRomero,Porque informan que dio positivo de #COVID19,https://t.co/CVnhCnCOUM,https://pbs.twimg.com/media/EyYELZdWQAM5cag.jpg,07/04/2021 13:55:21,covid
751,Vicepresidenta,Porque se oficializó la renuncia de Cristina Kirchner a su sueldo de vicepresidenta,https://t.co/EBWD31wleN,https://pbs.twimg.com/media/EyYEAJLWQAMD4t_.png,07/04/2021 13:54:35,político
752,Hotmail,Por el tweet que publicó @biciclotimia,https://t.co/9HEQ7lxXva,https://pbs.twimg.com/media/EyYDzrCWQAM8poB.jpg,07/04/2021 13:53:44,covid
753,Patronato,Porque venció a Lanús y avanzó a octavos de la #CopaArgentina,https://t.co/FANmMphcgF,https://pbs.twimg.com/media/EyVkbdnWEAAjViw.jpg,07/04/2021 2:17:24,deportivo
754,MARIASHOW,Por la presentación de María Becerra en @flowmusicxp,https://t.co/2tizNIhhaP,https://pbs.twimg.com/media/EyVQm-VXIAMv9N9.jpg,07/04/2021 0:50:49,artístico
755,Hotesur,Porque informan que el Tribunal Oral Federal 5 dejó sin efecto las intervenciones judiciales y Cristina Kirchner recuperó la administración en las sociedades Hotesur y Los Sauces,https://t.co/LouU2U6DiD,https://pbs.twimg.com/media/EyVQRt_WgAIHOuM.jpg,07/04/2021 0:49:21,político
756,MatíasSuárez,Porque padece una sinovitis en su rodilla derecha y fue desafectado de la convocatoria para el partido de River ante a Atlético Tucumán,https://t.co/eprmGLhG91,https://pbs.twimg.com/media/EyU1tyXWgAAsacO.jpg,06/04/2021 22:53:18,deportivo
757,QuiqueFelman,Por los comentarios sobre la plataforma que permite comprar saludos personalizados de famosos,https://t.co/QUGpo4vQwL,https://pbs.twimg.com/media/EyUuXGkWQAI96HM.jpg,06/04/2021 22:21:11,aislado
758,RealMadrid,Porque venció a Liverpool en la ida de los cuartos de la #UCL,https://t.co/z9AGI2tlmh,https://pbs.twimg.com/media/EyUatQzXMAg-Zg9.jpg,06/04/2021 20:55:18,deportivo
759,ElCity,Porque derrotó al Borussia Dortmund en la ida de los cuartos de la #UCL,https://t.co/WtCRIKlxq4,https://pbs.twimg.com/media/EyUapgkWQAEiI3b.jpg,06/04/2021 20:55:03,deportivo
760,Más20,Porque Argentina registró 20.870 casos nuevos de #COVID19 en las últimas 24 horas,https://t.co/n7qMDkGNIQ,https://pbs.twimg.com/media/EyUT6B7WgAgrkVT.jpg,06/04/2021 20:25:36,covid
761,RocketLeague,Por quienes recuerdan ese videojuego tras el tweet de @okdobleamarilla,https://t.co/UFmyOT7zzd,https://pbs.twimg.com/media/EyUOUeQW8AM-Cex.jpg,06/04/2021 20:01:11,aislado
762,Fase1,Porque informan que el fútbol argentino volverá a aplicar los protocolos de Fase 1,https://t.co/Z1kEqo6yCS,https://pbs.twimg.com/media/EyUJBQHWUAUCCJy.png,06/04/2021 19:38:02,deportivo
763,MauroVigliano,Porque informan que será el árbitro del partido que jugarán Racing e Independiente en la #CopaDeLaLiga,https://t.co/JbHRoSOzhq,https://pbs.twimg.com/media/EyTxruwXEAAzY3d.jpg,06/04/2021 17:56:04,deportivo
764,Gollan,Por el tweet que publicó,https://t.co/KiLKajFWSz,https://pbs.twimg.com/media/EyTxk6LXAAEIMls.jpg,06/04/2021 17:55:36,covid
765,Champions,Porque hoy comienzan sus cuartos de final,https://t.co/bylybnRHSc,https://pbs.twimg.com/media/EyTa9J9XIAo69oc.jpg,06/04/2021 16:16:47,deportivo
766,BetoAlonso,Porque se cumplen 35 años desde sus dos goles para la victoria de River ante Boca en el #CampeonatoDePrimeraDivisión,https://t.co/vACzgxAN2G,https://pbs.twimg.com/media/EySqv_0XAAUWOac.jpg,06/04/2021 16:10:14,conmemorativo
767,Falabella,Porque informan que cerrará su tienda de Rosario,https://t.co/zUlhseLsfc,https://pbs.twimg.com/media/EyTQBWxW8AA7dU_.jpg,06/04/2021 15:29:00,aislado
768,PinarRocha,Porque informan que fue clausurado tras una fiesta que no cumplía los protocolos,https://t.co/nRSUhvEmwN,https://pbs.twimg.com/media/EyTNwp8WEAIEfL2.jpg,06/04/2021 15:19:07,covid
769,PaulRudd,Porque cumple 52 años,https://t.co/kx0slkd0Fc,https://pbs.twimg.com/media/EyS96QuUYAYWGcd.jpg,06/04/2021 14:09:52,conmemorativo
770,Trotta,Por sus declaraciones en #CrónicaAnunciada,https://t.co/GsVUwKqsvk,https://pbs.twimg.com/ext_tw_video_thumb/1379430434606436361/pu/img/iM2Ui-WLvcI4UToZ.jpg,06/04/2021 13:59:23,político
771,Varane,Porque dio positivo de #COVID19,https://t.co/TxZDnDAbyS,https://pbs.twimg.com/media/EyS7ZvqVEAkc_Xx.jpg,06/04/2021 13:58:55,covid
772,CarlaVizzotti,Por sus declaraciones en conferencia de prensa sobre las próximas medidas contra el #COVID19,https://t.co/GRzAs7EQFe,https://pbs.twimg.com/ext_tw_video_thumb/1379432516902264843/pu/img/Hi__KHgFsAbHQogp.jpg,06/04/2021 13:55:35,covid
773,Falcioni,Porque dio positivo de #COVID19,https://t.co/cU4ENRauTn,https://pbs.twimg.com/media/EySwjRZXIAIAU-z.jpg,06/04/2021 13:11:30,covid
774,Banfield,Porque empató con Estudiantes en la #CopaDeLaLiga,https://t.co/BFBWP4aCpi,https://pbs.twimg.com/media/EyQZnPQXIAEwRWH.jpg,06/04/2021 2:12:03,deportivo
775,Chacarita,Por su victoria ante Almirante Brown en la #PrimeraNacional,https://t.co/uAT1nEeXVz,https://pbs.twimg.com/media/EyQZP4MXIAAvlh8.jpg,06/04/2021 2:10:27,deportivo
776,Ginés,Por el hilo que publicó @ginesggarcia,https://t.co/iKv2dPjcwJ,https://pbs.twimg.com/media/EyQSCMGXMAYfspS.png,06/04/2021 1:38:56,político
777,Morla,Porque habló en #TVNostra,https://t.co/TxGsrmi0Ff,https://pbs.twimg.com/media/EyQGOGNXEAUTMED.jpg,06/04/2021 1:28:41,mediático
778,Ibarra,Por el video que publicó @BocaPredio,https://t.co/lwEomvbX8h,https://pbs.twimg.com/ext_tw_video_thumb/1379202204964429824/pu/img/5qg0tSwj51fUAHI3.jpg,05/04/2021 23:59:16,mediático
779,TVNostra,Por el estreno de ese programa en América TV,https://t.co/hyqeyEnzZ6,https://pbs.twimg.com/media/EyP2y6pWQAQHRsj.jpg,05/04/2021 23:57:53,mediático
780,Boudou,Porque informan que participará del seminario 'El periodismo argentino en su laberinto' de la Carrera de Comunicación de la UBA,https://t.co/mUAPHcyzUd,https://pbs.twimg.com/media/EyP6bjZXAAUA038.jpg,05/04/2021 23:55:49,aislado
781,Dembele,Porque convirtió el gol para la victoria de Barcelona ante Valladolid en #LaLiga,https://t.co/Qk8VxCTFb1,https://pbs.twimg.com/media/EyPQuVxWEAEn_q3.jpg,05/04/2021 20:57:10,deportivo
782,Randazzo,Por su reunión con Roberto Lavagna,https://t.co/MT9GrLK4Fn,https://pbs.twimg.com/media/EyPLEDLWUAQZk3C.jpg,05/04/2021 20:28:51,político
783,Biden,Por un artículo de Infobae,https://t.co/vrtzZZ21JK,https://pbs.twimg.com/media/EyPJ3IqW8AEQanb.png,05/04/2021 20:23:36,mediático
784,OscarMartínez,Por sus declaraciones sobre Argentina en #LadranSanchez,https://t.co/LhQG2fQCOX,https://pbs.twimg.com/ext_tw_video_thumb/1379137003657306116/pu/img/p8tdXu2yNNJ9fqUP.jpg,05/04/2021 18:21:08,mediático
785,Cascini,Por las declaraciones de Sebastián Vignolo sobre él en #ESPNF90,https://t.co/pYtnD8orDU,https://pbs.twimg.com/ext_tw_video_thumb/1379116151385567241/pu/img/P9iZyipEEkiH58Lc.jpg,05/04/2021 16:59:01,mediático
786,VladimirPutin,Por su comunicación con Alberto Fernández,https://t.co/ILDOuPj58S,https://pbs.twimg.com/media/EyOV64hWQAoXK2N.png,05/04/2021 16:36:40,político
787,KurtCobain,Porque se cumplen 27 años desde su muerte,https://t.co/FjA1O0B6V1,https://pbs.twimg.com/media/EyOGdHDWEAE8FiL.jpg,05/04/2021 15:29:06,conmemorativo
788,SebastiánSosa,Porque informan que dio positivo de #COVID19 en un test rápido y se realizará un estudio PCR para confirmar el diagnóstico,https://t.co/jZdtVMrs9U,https://pbs.twimg.com/media/EyNvhYKWgAMSb8I.jpg,05/04/2021 13:48:54,covid
789,Loki,Por el nuevo trailer de esa serie,https://t.co/RRgrPMQPmg,https://pbs.twimg.com/media/EyNq96QWEAAoUT7.jpg,05/04/2021 13:44:03,artístico
790,CiudadProvincia,Porque informan que el Gobierno Nacional se reunirá hoy con autoridades de Ciudad y Provincia de Buenos Aires para analizar la situación epidemiológica,https://t.co/DDYmt3aq0o,https://pbs.twimg.com/media/EyNt94uXEAIDRUH.jpg,05/04/2021 13:42:07,covid
791,Luciano,Por los comentarios sobre este perfil de Tinder,https://t.co/zEHNfE3TXF,https://pbs.twimg.com/media/EyNtvlrWUAEIUge.jpg,05/04/2021 13:41:08,aislado
792,GodoyCruz,Porque venció a Racing en la #CopaDeLaLiga,https://t.co/ghGJjkEY22,https://pbs.twimg.com/media/EyLOEjLWgAEpZJq.jpg,05/04/2021 2:03:31,deportivo
793,Moreira,Por el gol que convirtió en la victoria de Quilmes ante Temperley,https://t.co/mYq6u3xtw2,https://pbs.twimg.com/ext_tw_video_thumb/1378839281276489728/pu/img/secagp-BcDjXoJoG.jpg,04/04/2021 23:52:21,deportivo
794,Vélez,Porque derrotó a Unión en la #CopaDeLaLiga,https://t.co/KcQhseen9Q,https://pbs.twimg.com/media/EyKsWruWgAc8V1V.jpg,04/04/2021 23:36:13,deportivo
795,Román,Por el video que publicó @BocaPredio,https://t.co/T5D2PgF3S7,https://pbs.twimg.com/ext_tw_video_thumb/1378829841458470924/pu/img/1JuZVDYzwwiXnTG2.jpg,04/04/2021 22:07:45,mediático
796,Sevilla,Porque venció al Atlético Madrid en #LaLiga,https://t.co/RFFVp8uey2,https://pbs.twimg.com/media/EyKIUUYWQAUvv44.jpg,04/04/2021 20:58:47,deportivo
797,Huracán,Porque empató con Newell's en la #CopaDeLaLiga,https://t.co/fEltZBCvW3,https://pbs.twimg.com/media/EyJzSHrWYAI38ZT.jpg,04/04/2021 19:26:52,deportivo
798,Tottenham,Porque igualó con Newcastle en la #PremierLeague,https://t.co/8yw9HCfxRK,https://pbs.twimg.com/media/EyJAxL3WYAQKGYx.jpg,04/04/2021 15:46:09,deportivo
799,Vaticano,Por el pedido del Papa Francisco sobre las vacunas contra el #COVID19,https://t.co/JfyTp2cq22,https://pbs.twimg.com/ext_tw_video_thumb/1378735397774241793/pu/img/GmLQSOYRmhf_h3Sj.jpg,04/04/2021 15:45:25,covid
800,TomCruise,Por un artículo de Clarín,https://t.co/7fKxwdcs0u,https://pbs.twimg.com/media/EyItXSYXAAAgJMu.jpg,04/04/2021 14:21:22,mediático
801,CarlosFuentealba,Porque se cumplen 14 años desde su asesinato,https://t.co/UOkHZl6BXh,https://pbs.twimg.com/media/EyIs2G4WEAcKceQ.jpg,04/04/2021 14:19:06,conmemorativo
802,Gonzaga,Porque venció a UCLA y avanzó a la final de la #NCAA,https://t.co/LWyKaSheFp,https://pbs.twimg.com/media/EyGUDy8VgAAM4qC.jpg,04/04/2021 3:27:22,deportivo
803,Arsenal,Porque empató con River en la #CopaDeLaLiga,https://t.co/osSkIUUlYN,https://pbs.twimg.com/media/EyGED1lWEAA-9fv.jpg,04/04/2021 2:01:40,deportivo
804,VamosBoca,Porque venció a Defensa y Justicia en la #CopaDeLaLiga,https://t.co/5gEvJbbpVZ,https://pbs.twimg.com/media/EyFiA-bWEAEBEV6.jpg,03/04/2021 23:32:56,deportivo
805,LATEORÍA,Porque Juan Pablo Varsky mencionó la teoría de @LuquitaRodrigue sobre los futbolistas colombianos en la #CopaDeLaLigaxTNTsports,https://t.co/pmGK51dCSj,https://pbs.twimg.com/ext_tw_video_thumb/1378490524127092737/pu/img/rBNWVKlHpkRljm1y.jpg,03/04/2021 23:32:17,mediático
806,RealSociedad,Porque venció al Athletic Club y se consagró campeón de la #CopaDelRey,https://t.co/j5DiS32XEI,https://pbs.twimg.com/media/EyFKwnLXMAclYsr.jpg,03/04/2021 21:51:20,deportivo
807,Bochi,Por el primer gol de Lucas Licht para Gimnasia en el partido ante Lanús,https://t.co/08emnNjeHd,https://pbs.twimg.com/media/EyEvq7FXMAE97rY.jpg,03/04/2021 21:22:16,deportivo
808,Lanús,Porque derrotó a Gimnasia en la #CopaDeLaLiga,https://t.co/KRr71QADNl,https://pbs.twimg.com/media/EyFDoANWEAUe8Zs.jpg,03/04/2021 21:20:09,deportivo
809,Adidas,Por la comparación entre su nueva camiseta para la Selección Argentina y la diseñada por @soccept,https://t.co/A7MbqyhLX7,https://pbs.twimg.com/media/EyE4he-XIAYVLcI.jpg,03/04/2021 20:31:41,aislado
810,Talleres,Porque venció a Independiente en la #CopaDeLaLiga,https://t.co/VJoOwo2mqn,https://pbs.twimg.com/media/EyEkhmYWEAYb0M7.jpg,03/04/2021 19:04:17,deportivo
811,Torino,Porque empató con Juventus en la #SerieA,https://t.co/55OxcNnXoY,https://pbs.twimg.com/media/EyEXVTpXMAE1TsD.jpg,03/04/2021 18:06:38,deportivo
812,Lille,Porque venció al PSG en la #Ligue1,https://t.co/F3RNN4aTrw,https://pbs.twimg.com/media/EyEIFaXWEAM9UVP.jpg,03/04/2021 17:00:01,deportivo
813,BlackWidow,Por el nuevo trailer de esa película,https://t.co/z4Ql5yoZdB,https://pbs.twimg.com/media/EyEGy5gXAAM267G.jpg,03/04/2021 16:55:36,artístico
814,Putin,Porque informan que fue elegido como 'el hombre más atractivo de Rusia' en una encuesta del sitio web SuperJob,https://t.co/UyFbMnBoSI,https://pbs.twimg.com/media/EyD-_3zWgAMHVuj.jpg,03/04/2021 16:20:20,aislado
815,Leeds,Porque venció a Sheffield United en la #PremierLeague,https://t.co/P9zJgHhd4D,https://pbs.twimg.com/media/EyD6qEJXEAksYDe.jpg,03/04/2021 16:01:21,deportivo
816,Alario,Porque convirtió un gol para la victoria de Bayer Leverkusen ante #S04 en la #Bundesliga,https://t.co/YI0tpClKQC,https://pbs.twimg.com/media/EyD2dsHXEAkNPAu.jpg,03/04/2021 15:43:02,deportivo
817,SpaceJam,Por el nuevo trailer de #SpaceJamANewLegacy,https://t.co/UkKYdD7NrG,https://pbs.twimg.com/media/EyDB3YLVcAQI9vq.jpg,03/04/2021 15:07:41,artístico
818,Clarín,Por la tapa de su edición de hoy,https://t.co/4x1kT9cX0L,https://pbs.twimg.com/media/EyDcu61WgAIiu3x.jpg,03/04/2021 13:50:37,mediático
819,Milan,Porque empató con Sampdoria en la #SerieA,https://t.co/mo7PRuvFgz,https://pbs.twimg.com/media/EyDb0crXIAg751p.jpg,03/04/2021 13:46:37,deportivo
820,Gamaleya,Por la respuesta de @sputnikvaccine al tweet de @alferdez,https://t.co/uppNXEKV8z,https://pbs.twimg.com/media/EyDbkkNWEAs62q5.png,03/04/2021 13:45:32,covid
821,FuerzaAlberto,Porque Alberto Fernández dio positivo de #COVID19 en un test de antígeno y espera la confirmación a través del PCR,https://t.co/26KWLNULbT,https://pbs.twimg.com/media/EyBMeheW8AMY5PT.jpg,03/04/2021 3:20:21,covid
822,Felices116,Porque el Club Atlético Boca Juniors cumple 116 años,https://t.co/MbhkOujTrW,https://pbs.twimg.com/tweet_video_thumb/EyBJYBfW8AEat31.jpg,03/04/2021 3:06:51,conmemorativo
823,Platense,Por su victoria ante Central Córdoba en la #CopaDeLaLiga,https://t.co/RaMOp7uoWv,https://pbs.twimg.com/media/EyA9nVsWUAIlzEA.jpg,03/04/2021 2:15:25,deportivo
824,Ciclón,Porque San Lorenzo venció a Rosario Central en la #CopaDeLaLiga,https://t.co/kDgeqvjiqf,https://pbs.twimg.com/media/EyAlHODW8AMjG1f.jpg,03/04/2021 0:28:22,deportivo
825,Patronato,Por su victoria ante Aldosivi en la #CopaDeLaLiga,https://t.co/zKYVyEEg01,https://pbs.twimg.com/media/EyAEJQ_XAAUYfGJ.jpg,02/04/2021 22:04:20,deportivo
826,Sinner,Porque venció a Roberto Bautista Agut y avanzó a la final del #MiamiOpen,https://t.co/0gZNv2wRoP,https://pbs.twimg.com/media/Ex_nDH5WQAAaEhq.jpg,02/04/2021 19:57:12,deportivo
827,Fabiola,Por la foto que publicó en Instagram con Alberto Fernández,https://t.co/N6ScB9T1Y9,https://pbs.twimg.com/media/Ex_hB3wXAAETYlO.jpg,02/04/2021 19:30:55,mediático
828,Capitolio,Porque informan que el Capitolio de Estados Unidos fue cerrado luego de que un auto atropellara a dos oficiales de seguridad en uno de sus accesos,https://t.co/OCtp85BTor,https://pbs.twimg.com/media/Ex_QL7yXEAIvGFX.jpg,02/04/2021 18:17:19,aislado
829,MarArgentino,Porque reportan la presencia de barcos extranjeros pescando ilegalmente en el límite con aguas internacionales,https://t.co/NpSU4UAj3u,https://pbs.twimg.com/ext_tw_video_thumb/1377995746620891136/pu/img/wjVPEWdUtAx9naFo.jpg,02/04/2021 17:35:05,trágico
830,LucasBarrios,Porque dio positivo de #COVID19,https://t.co/husBB8M24E,https://pbs.twimg.com/media/Ex_BZedXEAQh224.jpg,02/04/2021 17:12:42,covid
831,AlbertoCumple,Porque Alberto Fernández cumple 62 años,https://t.co/DSPKhVqAi9,https://pbs.twimg.com/media/Ex_BUTLWQAUMz9y.jpg,02/04/2021 17:12:21,conmemorativo
832,MalvinasArgentinas,Porque hoy es el Día del Veterano y de los Caídos en la guerra de Malvinas,https://t.co/vkyZaHdW4p,https://pbs.twimg.com/media/Ex7-xvMWUAE-Cs1.jpg,02/04/2021 3:02:24,conmemorativo
833,Wacha,Por la nueva canción de Khea y Duki,https://t.co/su5LqWJEqv,https://pbs.twimg.com/media/Ex7t42lWEAUT1OI.jpg,02/04/2021 1:48:36,artístico
834,Garca,Por el tweet que publicó @pabloduggan,https://t.co/NO7VeImNvm,https://pbs.twimg.com/media/Ex7dtX4WYCIK0t8.jpg,02/04/2021 0:37:55,mediático
835,Adidas,Porque presentó la nueva camiseta de Boca,https://t.co/RiMMAOBfSh,https://pbs.twimg.com/media/Ex6wIGoW8A8WthI.jpg,01/04/2021 21:18:46,aislado
836,Torreira,Porque habló en #ESPNF90 sobre la posibilidad de jugar en Boca,https://t.co/OmHafS7L6N,https://pbs.twimg.com/media/Ex54tP9XEAc6S-Z.jpg,01/04/2021 21:04:01,deportivo
837,OliviaRodrigo,Por su nueva canción #DejaVu,https://t.co/IkV4OoxF1z,https://pbs.twimg.com/media/Ex6spiGXEAEQDOR.jpg,01/04/2021 21:03:34,artístico
838,Haaland,Porque informan que su padre y su representante se reunieron con el Barcelona y el Real Madrid,https://t.co/Y4mcki7fmq,https://pbs.twimg.com/media/Ex6skn_XEAAXLwC.jpg,01/04/2021 21:03:14,deportivo
839,FlorencioVarela,Por las declaraciones de un vecino en #EquipoDeNoticias,https://t.co/UwuRXZk5u1,https://pbs.twimg.com/ext_tw_video_thumb/1377727294945566720/pu/img/6uwt4BeyP2XYbo9e.jpg,01/04/2021 21:02:40,político
840,NelsonCastro,Por sus declaraciones en #SoloUnaVueltaMas,https://t.co/4eFkEiiCHl,https://pbs.twimg.com/ext_tw_video_thumb/1377676352992722949/pu/img/sWoyTvjzIvF0YnDH.jpg,01/04/2021 17:37:59,mediático
841,Ibarra,Porque cumple 47 años,https://t.co/0nbg9mV0e0,https://pbs.twimg.com/media/Ex577-uWUAAD-lP.jpg,01/04/2021 17:30:45,conmemorativo
842,Chocoarroz,Por el tweet que publicó @lilianafranco20,https://t.co/98DPHxprPX,https://pbs.twimg.com/media/Ex5JqNaW8AQUng2.jpg,01/04/2021 13:51:05,mediático
843,Campuzano,Porque informan que protagonizó un accidente de tránsito y se encuentra fuera de peligro,https://t.co/22UNWBPuMP,https://pbs.twimg.com/media/Ex5JgEzWgAMhftT.jpg,01/04/2021 13:50:24,aislado
844,Felices113,Porque el Club Atlético San Lorenzo de Almagro cumple 113 años,https://t.co/Bh1GvCM6A4,https://pbs.twimg.com/tweet_video_thumb/Ex23t_YWUAEReJA.jpg,01/04/2021 3:13:33,conmemorativo
845,Banfield,Porque venció a Vélez y clasificó a la #Sudamericana2022,https://t.co/rMlC8jrPX6,https://pbs.twimg.com/media/Ex2c5p2XMAIUE1s.jpg,01/04/2021 1:16:17,deportivo
846,LisandroLópez,Por las declaraciones de su representante en #PresionAlta,https://t.co/Quu8mwJ4jb,https://pbs.twimg.com/media/Ex2P4A6XEAMBtDP.png,01/04/2021 0:19:22,deportivo
847,Jmena,Por su nueva canción #FlorDeInvolucion,https://t.co/kMWVCKt0MH,https://pbs.twimg.com/media/Ex2MuFzXEAAb9a3.jpg,01/04/2021 0:05:35,artístico
848,ORIANATUYYO,Por el lanzamiento de esa canción,https://t.co/OItobp5g26,https://pbs.twimg.com/media/Ex2AlY5WEAA3XP8.jpg,31/03/2021 23:12:34,artístico
849,Camilo,Por una noticia falsa publicada en El Chigüire Bipolar,https://t.co/apaRLfnYJ6,https://pbs.twimg.com/media/Ex1-x29WYAE59Da.jpg,31/03/2021 23:04:41,aislado
850,Pergolini,Porque presentó la renuncia a la vicepresidencia de Boca,https://t.co/4Hhqn2WLsO,https://pbs.twimg.com/ext_tw_video_thumb/1377392430274785282/pu/img/zaNORAA5pgXwJMCw.jpg,31/03/2021 22:49:04,deportivo
851,Macron,Por las nuevas medidas de Francia contra el #COVID19,https://t.co/s2unhRjNgL,https://pbs.twimg.com/media/Ex1iuJXWQAAkPSW.jpg,31/03/2021 21:02:05,covid
852,Macedonia,Por su victoria ante la Selección Alemana en las #WCQ2022,https://t.co/Tx6Q9ZuNr6,https://pbs.twimg.com/media/Ex1fEE5WEAU-c7R.jpg,31/03/2021 20:46:07,deportivo
853,AmongUs,Porque ya está disponible su nuevo mapa #TheAirship,https://t.co/WAnxh1wWQe,https://pbs.twimg.com/media/Ex0FJMiWYAQEDA8.jpg,31/03/2021 19:23:12,aislado
854,INDEC,Porque comunicó que la pobreza en Argentina alcanzó al 42% de las personas en el segundo semestre de 2020,https://t.co/EUTD5iH5Kb,https://pbs.twimg.com/media/Ex1LM0SWUAwmlyg.jpg,31/03/2021 19:19:21,político
855,MinisterioEducación,Porque informan que manifestantes ocuparon su edificio y se retiraron tras acordar una reunión,https://t.co/MRk6bNVSfX,https://pbs.twimg.com/media/Ex1K5Z5WUAEQfbG.jpg,31/03/2021 19:18:01,político
856,Torreira,Porque aseguran que Boca intentará incorporarlo,https://t.co/uz2A0HEeji,https://pbs.twimg.com/media/Ex0vPw6XMAYZaPg.jpg,31/03/2021 17:17:12,deportivo
857,MarceloGallardo,Porque habló en conferencia de prensa,https://t.co/puNAhVWCio,https://pbs.twimg.com/media/Ex0h3EfWQAIgyzu.jpg,31/03/2021 16:18:43,deportivo
858,MyValentine,Porque su discografía está disponible en las plataformas de streaming,https://t.co/Etu3uNRg8G,https://pbs.twimg.com/media/Ex0P6i-XMAA4uyw.jpg,31/03/2021 15:00:18,artístico
859,BabyEtchecopar,Por la reunión de su hija María Paz con Cristian Ritondo,https://t.co/6LLQRTAxdh,https://pbs.twimg.com/media/Ex0CxM6XEAA4GJi.jpg,31/03/2021 14:02:53,aislado
860,Cagnoli,Por el incendio de una planta de esa empresa en Tandil,https://t.co/ihgKstffFP,https://pbs.twimg.com/media/Exz-iN1WQAQcc_H.jpg,31/03/2021 13:44:22,trágico
861,PreciosMáximos,Porque se prorrogó su vigencia hasta el 15 de mayo,https://t.co/PcYTIC7cGe,https://pbs.twimg.com/media/EllPHCNWoAIHtjC.jpg,31/03/2021 13:42:39,político
862,RaúlAlfonsín,Porque se cumplen 12 años desde su fallecimiento,https://t.co/99sivijUZB,https://pbs.twimg.com/media/Eo4eko1XEAM04kN.jpg,31/03/2021 13:42:07,conmemorativo
863,Simmons,Por su choque con Facundo Campazzo en el partido de Denver Nuggets ante Philadelphia 76ers,https://t.co/1spdkmTOA8,https://pbs.twimg.com/media/ExxdTI1VEAAG0Na.jpg,31/03/2021 3:30:58,deportivo
864,Darín,Por cómo se refirió #TL9 a Úrsula Corberó,https://t.co/S40CMGjrQ8,https://pbs.twimg.com/media/Exxx7nSVoAI8kf-.jpg,31/03/2021 3:30:04,mediático
865,Supergirl,Por el estreno de su última temporada,https://t.co/fAgZQODmoB,https://pbs.twimg.com/media/ExxY6QKXIAUd9sv.jpg,31/03/2021 1:40:45,artístico
866,Korda,Porque venció a Diego Schwartzman y avanzó a cuartos del #MiamiOpen,https://t.co/YqoRZjFUh0,https://pbs.twimg.com/media/ExxRSzjW8A0PhWT.jpg,31/03/2021 1:07:28,deportivo
867,Brasilia,Porque Santos y San Lorenzo jugarán en esa ciudad la vuelta de la Fase 3 de la #Libertadores,https://t.co/PZ09XuPH3S,https://pbs.twimg.com/media/ExxOHwlWgAQ-FXu.jpg,31/03/2021 0:53:36,deportivo
868,Gremio,Porque comunicó que abandona las negociaciones para incorporar a Rafael Santos Borré 'debido a la inseguridad que generan las dudas del futbolista',https://t.co/FonuQrjZpB,https://pbs.twimg.com/media/EmJWNDNXYAYz6-0.jpg,31/03/2021 0:48:10,deportivo
